IDCliente,Dependentes,MesesComoCliente,TipoContrato,FormaPagamento,TotalGasto
3254-YRILK,Nao,19,Mensal,BoletoEletronico,1775.8
7813-ZGGAW,Nao,31,Mensal,DebitoAutomatico,2877.95
5756-OZRIO,Nao,61,Anual,DebitoAutomatico,3902.6
1016-DJTSV,Nao,8,Mensal,BoletoEletronico,572.85
5204-HMGYF,Sim,49,Anual,BoletoImpresso,4345
3669-LVWZB,Nao,5,Mensal,BoletoImpresso,305.95
2577-GVSIL,Sim,35,Anual,DebitoAutomatico,2661.1
1444-VVSGW,Nao,70,Anual,CartaoCredito,7968.85
5419-JPRRN,Nao,1,Mensal,BoletoEletronico,101.45
4673-KKSLS,Nao,31,Mensal,BoletoEletronico,2724.25
4441-NIHPT,Nao,13,Mensal,BoletoEletronico,940.35
3315-IKYZQ,Sim,28,Anual,BoletoImpresso,1386.8
4726-DLWQN,Nao,50,Mensal,DebitoAutomatico,3454.6
2682-KEVRP,Nao,22,Anual,BoletoImpresso,417
4730-AWNAU,Sim,36,Anual,CartaoCredito,2234.55
8564-LDKFL,Nao,40,Anual,DebitoAutomatico,4178.65
3097-IDVPU,Sim,19,Mensal,CartaoCredito,910.45
5729-KLZAR,Sim,4,Mensal,BoletoEletronico,302.75
6352-TWCAU,Nao,35,Mensal,BoletoEletronico,3029.1
8263-OKETD,Nao,20,Mensal,CartaoCredito,1370.35
6698-OXETB,Nao,11,2 anos,BoletoImpresso,231.45
4537-CIBHB,Sim,9,Anual,BoletoImpresso,172.35
3230-JCNZS,Sim,71,2 anos,CartaoCredito,7061.65
0264-CNITK,Sim,71,2 anos,DebitoAutomatico,1389.6
1043-UXOVO,Nao,71,2 anos,CartaoCredito,7993.3
3410-YOQBQ,Nao,31,2 anos,BoletoImpresso,2497.2
8375-DKEBR,Nao,1,Mensal,BoletoEletronico,69.6
4508-OEBEY,Nao,31,Anual,CartaoCredito,2424.45
0151-ONTOV,Nao,1,Mensal,BoletoImpresso,70.9
5884-GCYMI,Nao,1,Mensal,BoletoImpresso,69.4
4355-HBJHH,Sim,67,2 anos,BoletoEletronico,5293.4
9699-UBQFS,Nao,43,Mensal,BoletoEletronico,4156.8
7658-UYUQS,Nao,21,Mensal,DebitoAutomatico,1857.25
4220-TINQT,Nao,61,Mensal,BoletoEletronico,6751.35
7115-IRDHS,Nao,72,2 anos,DebitoAutomatico,1830.05
3283-WCWXT,Sim,6,2 anos,BoletoImpresso,153.3
1709-EJDOX,Sim,47,2 anos,BoletoImpresso,948.9
7244-KXYZN,Nao,24,Anual,CartaoCredito,527.35
9762-YAQAA,Nao,39,Anual,CartaoCredito,3213.75
2799-TSLAG,Sim,65,2 anos,DebitoAutomatico,1748.55
0235-KGSLC,Nao,1,Mensal,CartaoCredito,85.55
9741-YLNTD,Nao,6,Mensal,DebitoAutomatico,522.35
3791-LGQCY,Nao,56,Mensal,DebitoAutomatico,5688.05
5829-NVSQN,Nao,23,Anual,DebitoAutomatico,1689.45
6551-VLJMV,Nao,34,2 anos,CartaoCredito,679
1866-ZSLJM,Nao,21,Mensal,CartaoCredito,402.85
0885-HMGPY,Nao,62,2 anos,DebitoAutomatico,4237.5
5656-JAMLX,Nao,62,2 anos,DebitoAutomatico,1253.65
7245-JMTTQ,Nao,51,Anual,BoletoEletronico,5703.25
2446-ZKVAF,Nao,18,Mensal,CartaoCredito,1074.65
6599-CEBNN,Nao,34,Mensal,CartaoCredito,2524.45
5998-DZLYR,Nao,61,2 anos,DebitoAutomatico,5703
4223-WOZCM,Nao,2,Mensal,BoletoImpresso,107.1
4992-LTJNE,Sim,72,2 anos,DebitoAutomatico,3983.6
8008-ESFLK,Nao,53,Anual,BoletoEletronico,5835.5
5760-FXFVO,Nao,6,Mensal,BoletoEletronico,494.95
3569-EDBPQ,Nao,24,Mensal,BoletoEletronico,1938.05
3500-NSDOA,Sim,68,2 anos,CartaoCredito,4859.95
8571-ZCMCX,Sim,47,2 anos,CartaoCredito,2768.65
6686-YPGHK,Nao,47,Mensal,BoletoImpresso,4042.3
7168-HDQHG,Sim,36,Mensal,DebitoAutomatico,702.9
0310-VQXAM,Nao,9,Mensal,BoletoImpresso,178.8
3096-WPXBT,Sim,61,Anual,CartaoCredito,6018.65
2234-EOFPT,Nao,72,2 anos,DebitoAutomatico,5753.25
6461-PPAXN,Sim,35,Anual,DebitoAutomatico,1916
2809-ILCYT,Nao,25,Anual,BoletoImpresso,733.55
4958-XCBDQ,Nao,35,Mensal,BoletoEletronico,3496.3
5989-OMNJE,Sim,24,Anual,BoletoEletronico,1367.75
1043-YCUTE,Nao,56,2 anos,CartaoCredito,1327.15
7402-EYFXX,Nao,26,Mensal,BoletoEletronico,2404.1
1813-JYWTO,Nao,72,2 anos,DebitoAutomatico,5737.6
7032-LMBHI,Nao,37,Anual,DebitoAutomatico,2347.85
9191-MYQKX,Nao,7,Mensal,DebitoAutomatico,496.9
1196-AMORA,Nao,7,Mensal,BoletoEletronico,520
0565-IYCGT,Nao,69,Anual,CartaoCredito,5356.45
8148-WOCMK,Sim,8,2 anos,CartaoCredito,125
4776-XSKYQ,Sim,12,Anual,CartaoCredito,368.85
3935-TBRZZ,Sim,44,Anual,BoletoImpresso,1110.5
9114-DPSIA,Sim,72,2 anos,CartaoCredito,5750
3143-ILDAL,Nao,56,Mensal,BoletoEletronico,5124.6
1952-DVVSW,Nao,10,Anual,BoletoImpresso,184.4
3871-IKPYH,Nao,1,Mensal,BoletoEletronico,69.1
3209-ZPKFI,Sim,47,Mensal,BoletoEletronico,2538.2
4625-LAMOB,Nao,44,2 anos,CartaoCredito,905.55
9837-BMCLM,Nao,3,Mensal,BoletoEletronico,242.05
4080-OGPJL,Nao,8,Mensal,BoletoEletronico,563.65
0787-LHDYT,Nao,16,Mensal,CartaoCredito,330.25
3071-MVJCD,Sim,72,2 anos,DebitoAutomatico,5815.15
7825-GKXMW,Nao,1,Mensal,BoletoEletronico,45.8
6726-NNFWD,Nao,71,2 anos,CartaoCredito,6435.25
5820-PTRYM,Nao,56,Anual,CartaoCredito,4014
7785-RDVIG,Sim,3,Mensal,BoletoImpresso,54.7
0774-IFUVM,Sim,11,Mensal,DebitoAutomatico,723.35
2054-PJOCK,Nao,60,Anual,CartaoCredito,4847.05
7789-HKSBS,Nao,42,Anual,DebitoAutomatico,4599.15
6629-LADHQ,Nao,2,Mensal,BoletoImpresso,123.05
1385-TQOZW,Nao,9,Mensal,CartaoCredito,147.55
1452-VOQCH,Nao,1,Mensal,BoletoEletronico,75.1
0298-XACET,Sim,52,2 anos,BoletoImpresso,2554
7028-DVOIQ,Nao,35,Mensal,BoletoEletronico,3395.8
5616-PRTNT,Sim,20,Mensal,BoletoEletronico,374.5
3733-LSYCE,Nao,15,Mensal,DebitoAutomatico,1114.55
9432-VOFYX,Nao,17,Mensal,BoletoEletronico,1207
6032-KRXXO,Nao,30,Mensal,BoletoEletronico,2755.35
1393-IMKZG,Nao,1,Mensal,BoletoEletronico,95.85
0195-IESCP,Nao,10,Mensal,BoletoEletronico,855.3
7562-UXTPG,Nao,13,Mensal,BoletoImpresso,886.7
2656-TABEH,Nao,4,Mensal,BoletoEletronico,420.2
2055-PDADH,Nao,3,Mensal,BoletoEletronico,204.7
2890-WFBHU,Nao,59,Anual,CartaoCredito,4786.1
6166-ILMNY,Nao,2,Mensal,DebitoAutomatico,144.55
6551-GNYDG,Sim,14,Mensal,DebitoAutomatico,1152.8
2672-DZUOY,Nao,1,Mensal,BoletoEletronico,25.15
7142-HVGBG,Nao,43,Mensal,BoletoEletronico,4414.3
4546-FOKWR,Nao,16,Mensal,CartaoCredito,1129.35
6313-GIDIT,Nao,53,Mensal,BoletoEletronico,2854.55
4430-YHXGG,Sim,4,Mensal,BoletoImpresso,84.2
5146-CBVOE,Nao,16,Mensal,DebitoAutomatico,1212.85
9619-GSATL,Nao,43,Anual,BoletoEletronico,2444.25
8808-ELEHO,Nao,8,Mensal,BoletoEletronico,585.95
9644-UMGQA,Sim,6,Mensal,BoletoEletronico,295.65
8853-TZDGH,Nao,72,2 anos,DebitoAutomatico,8012.75
3999-WRNGR,Sim,60,Mensal,BoletoEletronico,3069.45
2923-ARZLG,Sim,0,Anual,BoletoImpresso, 
0871-OPBXW,Nao,2,Mensal,BoletoImpresso,39.25
9691-HKOVS,Nao,55,Anual,BoletoEletronico,4916.95
1427-VERSM,Nao,56,Mensal,BoletoEletronico,5669.5
1298-PHBTI,Sim,71,2 anos,BoletoEletronico,6152.4
4662-EKDPQ,Nao,2,Mensal,DebitoAutomatico,118.3
9586-JGQKH,Nao,64,2 anos,DebitoAutomatico,6794.75
6261-RCVNS,Nao,42,Anual,CartaoCredito,3160.55
6946-LMSQS,Nao,25,Anual,BoletoEletronico,2177.45
2075-RMJIK,Sim,5,Mensal,BoletoImpresso,232.55
3258-ZKPAI,Sim,72,2 anos,DebitoAutomatico,8337.45
9369-XFEHK,Nao,33,Mensal,DebitoAutomatico,2656.5
3536-IQCTX,Nao,32,Mensal,BoletoEletronico,2661.1
8752-IMQOS,Sim,5,Anual,BoletoImpresso,85.1
9850-OWRHQ,Nao,3,Mensal,CartaoCredito,228
0196-VULGZ,Nao,6,Mensal,BoletoEletronico,474.9
5748-RNCJT,Nao,69,2 anos,DebitoAutomatico,7348.8
0928-XUTSN,Nao,13,Mensal,BoletoEletronico,1011.8
7611-YKYTC,Sim,22,Mensal,DebitoAutomatico,1573.95
0916-KNFAJ,Nao,61,2 anos,BoletoImpresso,4226.7
2045-BMBTJ,Nao,33,Mensal,DebitoAutomatico,1884.65
0471-LVHGK,Nao,41,Anual,BoletoEletronico,3001.2
1950-KSVVJ,Nao,45,Anual,BoletoImpresso,5032.25
1568-BEKZM,Nao,70,2 anos,CartaoCredito,6333.4
3400-ESFUW,Sim,55,2 anos,DebitoAutomatico,3046.4
9746-YKGXB,Sim,52,Anual,DebitoAutomatico,2276.1
6338-AVWCY,Nao,3,Mensal,BoletoImpresso,130.75
4817-VYYWS,Nao,30,Mensal,BoletoEletronico,2983.8
7136-RVDTZ,Nao,70,Anual,BoletoEletronico,3264.45
5141-ZUVBH,Sim,9,Mensal,DebitoAutomatico,870.25
8779-YIQQA,Sim,21,Anual,BoletoImpresso,350.1
4877-TSOFF,Sim,55,Anual,DebitoAutomatico,4264.25
0303-UNCIP,Nao,41,Anual,BoletoImpresso,2531.8
6485-QXWWE,Sim,62,2 anos,DebitoAutomatico,1638.7
6618-RYATB,Nao,1,Mensal,BoletoImpresso,79.55
7872-RDDLZ,Nao,67,Mensal,BoletoEletronico,3725.5
9199-PWQVC,Nao,63,Anual,CartaoCredito,4786.15
6992-TKNYO,Nao,38,Anual,CartaoCredito,2669.45
0214-JHPFW,Nao,70,2 anos,DebitoAutomatico,4039.3
9313-CDOGY,Sim,38,Mensal,BoletoEletronico,717.3
6637-KYRCV,Sim,5,Mensal,BoletoEletronico,167.2
3521-MNKLV,Nao,24,Mensal,BoletoImpresso,1167.8
4652-NNHNY,Nao,16,Mensal,DebitoAutomatico,1284.2
5472-CVMDX,Nao,68,2 anos,BoletoImpresso,2719.2
8384-FZBJK,Sim,57,Mensal,BoletoEletronico,5611.7
2519-LBNQL,Nao,60,Anual,BoletoEletronico,6339.45
2065-MMKGR,Nao,29,Anual,CartaoCredito,2080.1
0002-ORFBO,Sim,9,Anual,BoletoImpresso,593.3
2961-VNFKL,Nao,71,2 anos,CartaoCredito,1801.9
6038-GCYEC,Nao,24,Mensal,CartaoCredito,1240.25
0067-DKWBL,Nao,2,Mensal,BoletoEletronico,91.1
2804-ETQDK,Sim,66,2 anos,BoletoImpresso,1357.1
0895-DQHEW,Nao,54,Mensal,BoletoEletronico,5278.15
9239-GZHZE,Nao,72,2 anos,CartaoCredito,8124.2
1241-FPMOF,Nao,52,2 anos,BoletoImpresso,1025.05
6283-GITPX,Sim,71,2 anos,CartaoCredito,5522.7
6689-TCZHQ,Nao,5,Mensal,BoletoEletronico,378.4
4825-FUREZ,Nao,42,2 anos,BoletoEletronico,835.5
4959-JOSRX,Nao,2,Mensal,CartaoCredito,80.55
1428-GTBJJ,Nao,11,Mensal,BoletoEletronico,824.75
9170-GYZJC,Sim,41,Mensal,CartaoCredito,3326.2
8690-ZVLCL,Sim,68,2 anos,CartaoCredito,6161.9
5889-JTMUL,Nao,50,Mensal,BoletoEletronico,4888.7
4307-KTUMW,Nao,53,Mensal,BoletoEletronico,5029.2
5949-XIKAE,Sim,8,Mensal,BoletoEletronico,680.05
5802-ADBRC,Nao,50,Anual,BoletoImpresso,5232.9
4366-CTOUZ,Nao,50,2 anos,BoletoImpresso,5038.45
1849-RJYIG,Nao,8,Mensal,BoletoEletronico,487.75
6713-OKOMC,Nao,10,Mensal,BoletoImpresso,301.9
8450-LUGUK,Sim,37,2 anos,DebitoAutomatico,861.85
9782-LGXMC,Sim,49,Mensal,DebitoAutomatico,3024.15
1049-FYSYG,Nao,17,Mensal,CartaoCredito,646.05
5442-PPTJY,Sim,12,2 anos,BoletoImpresso,258.35
0320-JDNQG,Sim,23,Mensal,BoletoEletronico,2331.3
6614-YOLAC,Sim,71,2 anos,BoletoImpresso,4145.25
8722-PRFDV,Sim,71,2 anos,CartaoCredito,5574.35
7030-NJVDP,Nao,24,Mensal,BoletoEletronico,2210.2
0607-MVMGC,Sim,45,Anual,CartaoCredito,3600.65
2541-YGPKE,Sim,42,Anual,CartaoCredito,2763.35
9692-TUSXH,Nao,18,Mensal,BoletoEletronico,1740.7
4922-CVPDX,Nao,26,2 anos,CartaoCredito,1905.7
1750-CSKKM,Sim,9,Mensal,BoletoEletronico,449.75
1728-BQDMA,Nao,2,Mensal,BoletoEletronico,82.7
7521-AFHAB,Sim,5,Mensal,BoletoImpresso,220.45
5868-YWPDW,Nao,6,Mensal,BoletoEletronico,519.15
1320-REHCS,Nao,52,Mensal,BoletoEletronico,5832
1023-BQXZE,Nao,57,2 anos,DebitoAutomatico,4317.35
5832-TRLPB,Nao,29,Anual,DebitoAutomatico,2243.9
3967-VQOGC,Sim,67,2 anos,BoletoImpresso,1680.25
9661-ACXBS,Nao,42,Mensal,BoletoEletronico,4400.75
5602-BVFMK,Nao,12,Anual,BoletoImpresso,228.75
4323-SADQS,Sim,7,Mensal,BoletoEletronico,279.25
1539-LNKHM,Nao,12,Mensal,BoletoImpresso,266.6
7470-MCQTK,Nao,13,Mensal,DebitoAutomatico,633.4
5136-RGMZO,Nao,31,Mensal,BoletoEletronico,2168.15
6543-CPZMK,Sim,9,Mensal,BoletoEletronico,248.95
9639-BUJXT,Nao,63,Anual,BoletoImpresso,1328.15
7856-GANIL,Nao,45,Anual,DebitoAutomatico,4525.8
4415-WNGVR,Nao,12,Anual,BoletoEletronico,943.85
3481-JHUZH,Nao,41,Mensal,BoletoEletronico,3439
0278-YXOOG,Nao,5,Mensal,BoletoImpresso,113.85
5227-JSCFE,Nao,71,2 anos,CartaoCredito,3353.4
2091-GPPIQ,Sim,72,2 anos,BoletoEletronico,5730.15
9643-YBLUR,Nao,9,Mensal,CartaoCredito,653.95
9419-IPPBE,Sim,51,Anual,BoletoEletronico,4554.85
2877-VDUER,Sim,35,Anual,BoletoImpresso,1383.6
2924-KHUVI,Nao,56,Anual,BoletoEletronico,5514.95
0439-IFYUN,Nao,18,Mensal,BoletoEletronico,1294.6
2587-EKXTS,Nao,44,Mensal,BoletoEletronico,4915.15
6661-EIPZC,Sim,48,Mensal,CartaoCredito,1423.05
5756-JYOJT,Nao,11,Anual,CartaoCredito,697.25
3259-FDWOY,Sim,71,2 anos,DebitoAutomatico,7723.7
1480-IVEVR,Nao,35,Anual,DebitoAutomatico,2815.25
8070-AAWZP,Nao,24,Mensal,BoletoImpresso,828.2
2001-EWBQU,Nao,60,2 anos,BoletoEletronico,6333.8
2606-RMDHZ,Nao,6,Mensal,CartaoCredito,208.7
5688-KZTSN,Sim,15,Mensal,BoletoEletronico,288.05
5956-YHHRX,Nao,21,Mensal,BoletoEletronico,2271.85
6563-VRERX,Sim,33,Anual,BoletoImpresso,690.25
7243-LCGGZ,Nao,1,Mensal,BoletoImpresso,20.9
3777-XROBG,Sim,58,2 anos,CartaoCredito,1079.65
5081-NWSUP,Nao,10,Anual,BoletoImpresso,685.55
5442-BXVND,Sim,33,Mensal,DebitoAutomatico,838.5
0612-RTZZA,Nao,1,Mensal,BoletoEletronico,25.25
5103-MHMHY,Sim,1,Mensal,BoletoImpresso,45.95
5269-NRGDP,Sim,42,Anual,BoletoEletronico,3088.25
4781-ZXYGU,Sim,1,Mensal,DebitoAutomatico,20.15
0902-RFHOF,Nao,38,Anual,BoletoImpresso,730.1
8601-QACRS,Nao,5,Mensal,BoletoImpresso,249.95
6333-YDVLT,Nao,65,Anual,CartaoCredito,7138.65
5730-RIITO,Nao,43,Mensal,CartaoCredito,1500.25
8125-QPFJD,Nao,72,2 anos,DebitoAutomatico,6065.3
6270-OMFIW,Nao,60,Anual,BoletoEletronico,5610.25
7879-CGSFV,Nao,55,Anual,BoletoImpresso,5552.05
3870-SPZSI,Sim,70,2 anos,CartaoCredito,7869.05
8873-GLDMH,Nao,6,Mensal,BoletoImpresso,401.3
5716-LIBJC,Sim,13,Anual,CartaoCredito,1299.1
0224-NIJLP,Sim,8,2 anos,BoletoImpresso,165.5
4713-ZBURT,Sim,45,2 anos,DebitoAutomatico,4634.35
3870-MQAMG,Nao,54,Anual,BoletoEletronico,5893.15
3550-SAHFP,Nao,33,Mensal,BoletoEletronico,2757.85
4700-UBQMV,Sim,21,Anual,DebitoAutomatico,1549.75
0727-BMPLR,Nao,55,Anual,BoletoEletronico,5509.3
3627-FHKBK,Nao,1,Mensal,BoletoImpresso,75.3
9142-KZXOP,Nao,44,Mensal,CartaoCredito,2958.95
5980-BDHPY,Nao,72,2 anos,DebitoAutomatico,6230.1
4418-LZMSV,Sim,13,Mensal,DebitoAutomatico,750.1
8123-QBNAZ,Sim,36,Mensal,CartaoCredito,3684.95
5743-KHMNA,Nao,71,2 anos,DebitoAutomatico,1898.1
0781-LKXBR,Nao,9,Mensal,BoletoEletronico,918.6
9931-KGHOA,Nao,46,Mensal,DebitoAutomatico,2473.95
7124-UGSUR,Nao,61,Anual,CartaoCredito,6405
5329-KRDTM,Nao,72,2 anos,CartaoCredito,5396.25
1024-VRZHF,Nao,11,Mensal,BoletoEletronico,825.7
4482-EWFMI,Nao,2,Mensal,BoletoEletronico,135.2
0366-NQSHS,Nao,2,Mensal,BoletoImpresso,46.35
8752-STIVR,Nao,4,Mensal,BoletoEletronico,303.15
8878-HMWBV,Nao,3,Mensal,BoletoEletronico,169.05
3050-GBUSH,Nao,3,Mensal,CartaoCredito,113.95
6718-BDGHG,Nao,43,Anual,DebitoAutomatico,2908.2
1830-IPXVJ,Sim,61,2 anos,CartaoCredito,1311.6
7481-ATQQS,Nao,49,Mensal,CartaoCredito,4515.85
5203-XEHAX,Nao,34,Anual,BoletoEletronico,2053.05
2740-TVLFN,Nao,1,Mensal,BoletoEletronico,50.15
7054-LGEQW,Nao,1,Mensal,BoletoImpresso,45.95
3166-PNEOF,Nao,61,2 anos,CartaoCredito,5175.3
4585-HETAI,Sim,4,Mensal,BoletoEletronico,325.45
0872-CASZJ,Nao,59,Anual,BoletoImpresso,4096.9
7396-VJUZB,Sim,4,Mensal,BoletoImpresso,155.35
7644-OMVMY,Sim,0,2 anos,BoletoImpresso, 
5847-MXBEO,Nao,22,Anual,BoletoImpresso,475.1
8398-TBIYD,Nao,72,2 anos,DebitoAutomatico,6185.15
2533-TIBIX,Sim,15,Mensal,DebitoAutomatico,469.65
0761-AETCS,Nao,1,Mensal,BoletoEletronico,19.3
1447-PJGGA,Nao,57,2 anos,BoletoEletronico,5464.65
6986-IJDHX,Sim,39,Mensal,BoletoImpresso,3266
6806-YDEUL,Nao,6,Mensal,DebitoAutomatico,106.8
3688-FTHLT,Nao,16,Mensal,DebitoAutomatico,1067.05
5202-IVJNU,Sim,39,Mensal,CartaoCredito,1131.3
0754-EEBDC,Sim,4,2 anos,BoletoImpresso,76.65
9572-MTILT,Nao,59,Mensal,BoletoEletronico,6252.9
0197-PNKNK,Sim,69,Anual,DebitoAutomatico,5848.6
7217-JYHOQ,Sim,24,Mensal,CartaoCredito,1706.45
2030-BTZRO,Sim,6,2 anos,CartaoCredito,107.6
8087-LGYHQ,Nao,9,Mensal,BoletoEletronico,811.65
7337-CINUD,Sim,8,2 anos,DebitoAutomatico,159.35
1577-HKTFG,Nao,30,Mensal,DebitoAutomatico,655.85
8184-WMOFI,Sim,62,Anual,CartaoCredito,4487.3
1293-HHSHJ,Nao,35,Anual,BoletoImpresso,741
6051-PTVNS,Sim,55,Anual,CartaoCredito,998.1
3995-WFCSM,Nao,2,Mensal,BoletoEletronico,111.4
9253-QXKBE,Nao,29,Mensal,BoletoEletronico,2653.65
2080-GKCWQ,Nao,2,Mensal,BoletoEletronico,151.75
2519-ERQOJ,Nao,33,Mensal,BoletoEletronico,1803.7
3074-GQWYX,Nao,5,Mensal,DebitoAutomatico,357.75
7660-HDPJV,Nao,1,Mensal,BoletoEletronico,69.2
4389-UEFCZ,Nao,72,2 anos,BoletoEletronico,7544
2856-NNASM,Nao,43,Mensal,BoletoImpresso,3856.75
8065-YKXKD,Nao,10,Mensal,BoletoEletronico,799.65
8207-VVMYB,Nao,70,2 anos,DebitoAutomatico,2006.95
6365-MTGZX,Nao,24,Mensal,BoletoEletronico,2122.45
9391-TTOYH,Nao,23,Mensal,BoletoImpresso,470.2
6682-VCIXC,Sim,43,Anual,DebitoAutomatico,2151.6
6121-VZNQB,Nao,1,Mensal,BoletoImpresso,19.1
2359-KMGLI,Nao,24,Mensal,BoletoEletronico,1861.5
8433-WPJTV,Sim,65,Anual,DebitoAutomatico,6767.1
1061-PNTHC,Sim,56,Mensal,BoletoImpresso,5953
8580-AECUZ,Nao,1,Mensal,BoletoEletronico,79.1
1104-TNLZA,Nao,28,Mensal,BoletoEletronico,2998
1442-BQPVU,Nao,13,Mensal,BoletoEletronico,357.15
4277-PVRAN,Nao,8,Mensal,DebitoAutomatico,679.3
6077-BDPXA,Nao,3,Mensal,BoletoEletronico,194.2
5143-WMWOG,Nao,1,Mensal,BoletoEletronico,19.95
6005-OBZPH,Nao,26,Mensal,BoletoEletronico,2277.65
6894-LFHLY,Nao,1,Mensal,BoletoEletronico,75.75
2732-ISEZX,Nao,5,Mensal,BoletoImpresso,104.3
1481-ZUWZA,Nao,28,Mensal,CartaoCredito,2659.4
2782-LFZVW,Nao,11,Mensal,BoletoImpresso,601.6
5293-WXJAK,Nao,11,Mensal,DebitoAutomatico,1133.65
8444-WRIDW,Nao,66,Mensal,CartaoCredito,5224.35
0621-TSSMU,Nao,56,Anual,CartaoCredito,1126.75
6925-BAYGL,Nao,53,2 anos,CartaoCredito,1275.6
3237-AJGEH,Sim,3,Mensal,BoletoImpresso,95.05
6904-JLBGY,Nao,72,2 anos,CartaoCredito,8436.25
9620-ENEJV,Nao,6,Mensal,CartaoCredito,433.95
5322-TEUJK,Sim,71,2 anos,DebitoAutomatico,8100.25
9364-YKUVW,Nao,15,Mensal,BoletoImpresso,309.4
6463-MVYRY,Nao,57,2 anos,DebitoAutomatico,4003
6484-LATFU,Nao,68,2 anos,BoletoImpresso,1657.4
8718-PTMEZ,Nao,13,Mensal,BoletoEletronico,347.25
7711-GQBZC,Sim,71,2 anos,DebitoAutomatico,1810.55
8722-NGNBH,Nao,5,Mensal,BoletoImpresso,223.45
2432-TFSMK,Nao,18,Anual,CartaoCredito,1633
1472-TNCWL,Sim,36,Mensal,BoletoEletronico,3512.5
0014-BMAQU,Nao,63,2 anos,CartaoCredito,5377.8
2724-FJDYW,Sim,39,Anual,DebitoAutomatico,2191.7
4693-VWVBO,Nao,3,Mensal,BoletoEletronico,61.05
0301-KOBTQ,Nao,32,2 anos,DebitoAutomatico,614.45
7044-YAACC,Nao,4,Mensal,BoletoEletronico,280.35
8290-YWKHZ,Nao,32,Mensal,BoletoEletronico,2931
5908-QMGOE,Nao,15,Mensal,CartaoCredito,1133.9
4795-KTRTH,Nao,5,Mensal,BoletoEletronico,371.65
5057-RKGLH,Sim,9,2 anos,BoletoImpresso,191.1
6341-JVQGF,Sim,31,Anual,BoletoImpresso,2545.75
4065-JJAVA,Nao,1,Mensal,BoletoEletronico,49.5
2018-QKYGT,Sim,1,Mensal,BoletoEletronico,81.05
7379-FNIUJ,Nao,2,Mensal,BoletoEletronico,198.5
1970-KKFWL,Nao,35,2 anos,DebitoAutomatico,797.1
7311-MQJCH,Nao,5,Anual,BoletoEletronico,99.6
5896-NPFWW,Sim,3,Mensal,BoletoEletronico,168.15
8791-GFXLZ,Nao,12,Mensal,DebitoAutomatico,593.05
4979-HPRFL,Sim,56,2 anos,DebitoAutomatico,1402.25
6181-AXXYF,Sim,72,2 anos,CartaoCredito,1859.1
7908-QCBCA,Nao,1,Mensal,BoletoImpresso,69.4
6877-TJMBR,Nao,1,Mensal,BoletoEletronico,84.8
0975-UYDTX,Nao,26,Anual,CartaoCredito,2312.55
4581-LNWUM,Nao,13,Mensal,BoletoEletronico,649.4
4957-TIALW,Sim,15,Anual,CartaoCredito,1010
4989-LIXVT,Nao,68,Mensal,BoletoEletronico,6503.2
0886-QGENL,Nao,27,Mensal,BoletoEletronico,2754.45
2799-ARNLO,Nao,5,Mensal,BoletoEletronico,341.6
3027-YNWZU,Nao,64,2 anos,CartaoCredito,1584.8
9578-VRMNM,Nao,16,Mensal,CartaoCredito,1043.35
8943-URTMR,Nao,2,Mensal,BoletoImpresso,152.7
7963-SHNDT,Nao,52,2 anos,BoletoImpresso,1982.1
8007-YYPWD,Nao,15,2 anos,DebitoAutomatico,369.1
4567-AKPIA,Sim,41,Anual,DebitoAutomatico,4454.25
6927-WTFIV,Nao,20,Mensal,CartaoCredito,1389.2
5914-GXMDA,Nao,32,Anual,BoletoImpresso,593.2
7767-UXAGJ,Nao,1,Mensal,BoletoEletronico,50.45
4827-DPADN,Sim,72,2 anos,DebitoAutomatico,6042.7
5788-YPOEG,Sim,34,2 anos,BoletoImpresso,2839.45
7242-EDTYC,Sim,44,2 anos,DebitoAutomatico,819.95
1676-MQAOA,Nao,72,2 anos,DebitoAutomatico,5336.35
5168-MSWXT,Sim,8,Mensal,BoletoEletronico,759.55
1976-AZZPJ,Nao,7,Mensal,BoletoImpresso,256.6
8711-LOBKY,Sim,59,2 anos,BoletoImpresso,1188.25
9057-SIHCH,Nao,3,Mensal,BoletoEletronico,291.9
5229-DTFYB,Nao,41,2 anos,DebitoAutomatico,3959.15
6370-ZVHDV,Nao,61,2 anos,DebitoAutomatico,1554.9
4818-DRBQT,Nao,29,Mensal,DebitoAutomatico,2265.25
2230-XTUWL,Sim,48,2 anos,BoletoImpresso,883.35
1066-JKSGK,Nao,1,Mensal,BoletoImpresso,20.15
1852-QSWCD,Sim,64,2 anos,BoletoImpresso,1514.85
6625-FLENO,Nao,58,2 anos,BoletoImpresso,1185.95
1766-GKNMI,Nao,29,Mensal,BoletoEletronico,2516.2
6502-HCJTI,Nao,7,Mensal,CartaoCredito,673.1
2323-ARSVR,Nao,67,2 anos,BoletoEletronico,7321.05
3164-AALRN,Nao,5,Anual,BoletoImpresso,347.4
6064-ZATLR,Nao,27,2 anos,DebitoAutomatico,1498.65
2636-OHFMN,Nao,4,Mensal,BoletoEletronico,201
7096-UCLNH,Nao,1,Mensal,BoletoImpresso,20.05
3097-PYWXL,Sim,4,Mensal,BoletoEletronico,82.9
4719-UMSIY,Sim,6,Mensal,BoletoImpresso,100.9
6917-IAYHD,Sim,1,Mensal,BoletoImpresso,33.6
0112-QWPNC,Nao,49,Anual,BoletoEletronico,4059.35
